ENSG00000000003	ENSGGOG00000010003
ENSG00000052126	ENSGGOG00000003917
ENSG00000052344	ENSGGOG00000013616
ENSG00000052723	ENSGGOG00000015643
ENSG00000052749	ENSGGOG00000014850
ENSG00000052795	ENSGGOG00000009399
ENSG00000052802	ENSGGOG00000015730
ENSG00000052841	ENSGGOG00000008811
ENSG00000052850	ENSGGOG00000014265
ENSG00000053108	ENSGGOG00000011205
ENSG00000053254	ENSGGOG00000041116
ENSG00000053328	ENSGGOG00000021961
ENSG00000053371	ENSGGOG00000003540
ENSG00000053372	ENSGGOG00000000533
ENSG00000053438	ENSGGOG00000004609
ENSG00000053501	ENSGGOG00000009410
ENSG00000053524	ENSGGOG00000005734
ENSG00000053702	ENSGGOG00000027051
ENSG00000053747	ENSGGOG00000006722
ENSG00000053770	ENSGGOG00000005710
ENSG00000053900	ENSGGOG00000025631
ENSG00000053918	ENSGGOG00000013377
ENSG00000054116	ENSGGOG00000004752
ENSG00000054118	ENSGGOG00000006917
ENSG00000054148	ENSGGOG00000014734
ENSG00000054179	ENSGGOG00000011714
ENSG00000054219	ENSGGOG00000008295
ENSG00000054267	ENSGGOG00000022080
ENSG00000054277	ENSGGOG00000042072
ENSG00000054282	ENSGGOG00000007709
ENSG00000054356	ENSGGOG00000011854
ENSG00000054392	ENSGGOG00000040724
ENSG00000054523	ENSGGOG00000026057
ENSG00000054598	ENSGGOG00000009269
ENSG00000054611	ENSGGOG00000008942
ENSG00000054654	ENSGGOG00000002988
ENSG00000054690	ENSGGOG00000001500
ENSG00000054793	ENSGGOG00000016586
ENSG00000054796	ENSGGOG00000008846
ENSG00000054803	ENSGGOG00000010488
ENSG00000054938	ENSGGOG00000012629
ENSG00000054965	ENSGGOG00000010281
ENSG00000054967	ENSGGOG00000010271
ENSG00000054983	ENSGGOG00000016552
ENSG00000055044	ENSGGOG00000014545
ENSG00000055118	ENSGGOG00000016814
ENSG00000055130	ENSGGOG00000042020
ENSG00000055163	ENSGGOG00000012019
ENSG00000055208	ENSGGOG00000016734
ENSG00000055211	ENSGGOG00000008286
ENSG00000055332	ENSGGOG00000005556
ENSG00000055483	ENSGGOG00000015626
ENSG00000055609	ENSGGOG00000025173
ENSG00000055732	ENSGGOG00000007413
ENSG00000055813	ENSGGOG00000011407
ENSG00000055917	ENSGGOG00000011374
ENSG00000055950	ENSGGOG00000023716
ENSG00000055955	ENSGGOG00000005746
ENSG00000055957	ENSGGOG00000005722
ENSG00000056050	ENSGGOG00000003090
ENSG00000056097	ENSGGOG00000016302
ENSG00000056277	ENSGGOG00000026605
ENSG00000056291	ENSGGOG00000011146
ENSG00000056487	ENSGGOG00000008097
ENSG00000056558	ENSGGOG00000002284
ENSG00000056586	ENSGGOG00000017062
ENSG00000056736	ENSGGOG00000001799
ENSG00000056972	ENSGGOG00000026037
ENSG00000056998	ENSGGOG00000007538
ENSG00000057019	ENSGGOG00000010252
ENSG00000057252	ENSGGOG00000013728
ENSG00000057294	ENSGGOG00000002106
ENSG00000057468	ENSGGOG00000044071
ENSG00000057593	ENSGGOG00000014062
ENSG00000057608	ENSGGOG00000003623
ENSG00000057657	ENSGGOG00000001929
ENSG00000057663	ENSGGOG00000016633
ENSG00000057704	ENSGGOG00000007536
ENSG00000057757	ENSGGOG00000004326
ENSG00000057935	ENSGGOG00000006895
ENSG00000058056	ENSGGOG00000034809
ENSG00000058063	ENSGGOG00000023125
ENSG00000058085	ENSGGOG00000014542
ENSG00000058091	ENSGGOG00000003585
ENSG00000058262	ENSGGOG00000010507
ENSG00000058272	ENSGGOG00000014574
ENSG00000058335	ENSGGOG00000009950
ENSG00000058404	ENSGGOG00000014826
ENSG00000058453	ENSGGOG00000016218
ENSG00000058600	ENSGGOG00000004185
ENSG00000058673	ENSGGOG00000004438
ENSG00000058729	ENSGGOG00000022136
ENSG00000058799	ENSGGOG00000015399
ENSG00000058804	ENSGGOG00000014677
ENSG00000058866	ENSGGOG00000012909
ENSG00000059122	ENSGGOG00000001804
ENSG00000059145	ENSGGOG00000014915
ENSG00000059377	ENSGGOG00000000826
ENSG00000059378	ENSGGOG00000000828
ENSG00000059573	ENSGGOG00000012491
ENSG00000059588	ENSGGOG00000022879
ENSG00000059691	ENSGGOG00000011099
ENSG00000059728	ENSGGOG00000011287
ENSG00000059758	ENSGGOG00000001172
ENSG00000059769	ENSGGOG00000012395
ENSG00000059804	ENSGGOG00000037419
ENSG00000059915	ENSGGOG00000006985
ENSG00000060069	ENSGGOG00000011089
ENSG00000060138	ENSGGOG00000001352
ENSG00000060140	ENSGGOG00000000251
ENSG00000060237	ENSGGOG00000006458
ENSG00000060339	ENSGGOG00000002776
ENSG00000060491	ENSGGOG00000017022
ENSG00000060558	ENSGGOG00000003077
ENSG00000060566	ENSGGOG00000008831
ENSG00000060642	ENSGGOG00000004975
ENSG00000060656	ENSGGOG00000006305
ENSG00000060688	ENSGGOG00000001034
ENSG00000060709	ENSGGOG00000011341
ENSG00000060718	ENSGGOG00000001276
ENSG00000060749	ENSGGOG00000008849
ENSG00000060762	ENSGGOG00000038590
ENSG00000060971	ENSGGOG00000003822
ENSG00000060982	ENSGGOG00000009816
ENSG00000061273	ENSGGOG00000016461
ENSG00000061337	ENSGGOG00000000591
ENSG00000061455	ENSGGOG00000036936
ENSG00000061492	ENSGGOG00000004289
ENSG00000061656	ENSGGOG00000007969
ENSG00000061676	ENSGGOG00000004501
ENSG00000061794	ENSGGOG00000003193
ENSG00000061918	ENSGGOG00000007160
ENSG00000061936	ENSGGOG00000014877
ENSG00000061938	ENSGGOG00000008767
ENSG00000061987	ENSGGOG00000012086
ENSG00000062038	ENSGGOG00000000145
ENSG00000062096	ENSGGOG00000015466
ENSG00000062194	ENSGGOG00000008390
ENSG00000062282	ENSGGOG00000002910
ENSG00000062370	ENSGGOG00000009876
ENSG00000062485	ENSGGOG00000009096
ENSG00000062524	ENSGGOG00000007006
ENSG00000062582	ENSGGOG00000005692
ENSG00000062598	ENSGGOG00000014061
ENSG00000062650	ENSGGOG00000015781
ENSG00000062716	ENSGGOG00000002322
ENSG00000062725	ENSGGOG00000008922
ENSG00000062822	ENSGGOG00000005613
ENSG00000063015	ENSGGOG00000012350
ENSG00000063046	ENSGGOG00000013695
ENSG00000063127	ENSGGOG00000016349
ENSG00000063169	ENSGGOG00000012809
ENSG00000063176	ENSGGOG00000001443
ENSG00000063177	ENSGGOG00000024878
ENSG00000063180	ENSGGOG00000001446
ENSG00000063241	ENSGGOG00000000598
ENSG00000063244	ENSGGOG00000041216
ENSG00000063245	ENSGGOG00000036853
ENSG00000063322	ENSGGOG00000001844
ENSG00000063515	ENSGGOG00000022383
ENSG00000063601	ENSGGOG00000005018
ENSG00000063660	ENSGGOG00000001475
ENSG00000063761	ENSGGOG00000009934
ENSG00000063854	ENSGGOG00000012252
ENSG00000063978	ENSGGOG00000036446
ENSG00000064012	ENSGGOG00000000209
ENSG00000064042	ENSGGOG00000003779
ENSG00000064102	ENSGGOG00000011827
ENSG00000064115	ENSGGOG00000016299
ENSG00000064195	ENSGGOG00000014997
ENSG00000064199	ENSGGOG00000003757
ENSG00000064201	ENSGGOG00000004838
ENSG00000064205	ENSGGOG00000024218
ENSG00000064218	ENSGGOG00000013303
ENSG00000064225	ENSGGOG00000016998
ENSG00000064270	ENSGGOG00000015486
ENSG00000064300	ENSGGOG00000008434
ENSG00000064309	ENSGGOG00000013767
ENSG00000064313	ENSGGOG00000007483
ENSG00000064393	ENSGGOG00000004050
ENSG00000064419	ENSGGOG00000008339
ENSG00000064490	ENSGGOG00000012530
ENSG00000064545	ENSGGOG00000022481
ENSG00000064601	ENSGGOG00000015934
ENSG00000064607	ENSGGOG00000013540
ENSG00000064651	ENSGGOG00000015965
ENSG00000064652	ENSGGOG00000011673
ENSG00000064655	ENSGGOG00000034998
ENSG00000064666	ENSGGOG00000028153
ENSG00000064687	ENSGGOG00000011229
ENSG00000064692	ENSGGOG00000015443
ENSG00000064703	ENSGGOG00000015576
ENSG00000064726	ENSGGOG00000009446
ENSG00000064763	ENSGGOG00000000571
ENSG00000064787	ENSGGOG00000001286
ENSG00000064835	ENSGGOG00000011966
ENSG00000064932	ENSGGOG00000011286
ENSG00000064933	ENSGGOG00000025218
ENSG00000064961	ENSGGOG00000014805
ENSG00000064989	ENSGGOG00000003991
ENSG00000064995	ENSGGOG00000012371
ENSG00000064999	ENSGGOG00000007973
ENSG00000065000	ENSGGOG00000006580
ENSG00000065029	ENSGGOG00000014188
ENSG00000065054	ENSGGOG00000005919
ENSG00000065057	ENSGGOG00000023097
ENSG00000065060	ENSGGOG00000014664
ENSG00000065135	ENSGGOG00000000519
ENSG00000065150	ENSGGOG00000008742
ENSG00000065154	ENSGGOG00000000848
ENSG00000065183	ENSGGOG00000009982
ENSG00000065243	ENSGGOG00000008937
ENSG00000065268	ENSGGOG00000000603
ENSG00000065308	ENSGGOG00000011922
ENSG00000065320	ENSGGOG00000011915
ENSG00000065325	ENSGGOG00000008529
ENSG00000065328	ENSGGOG00000014159
ENSG00000065357	ENSGGOG00000014039
ENSG00000065361	ENSGGOG00000037412
ENSG00000065413	ENSGGOG00000014558
ENSG00000065427	ENSGGOG00000005515
ENSG00000065457	ENSGGOG00000014665
ENSG00000065485	ENSGGOG00000006726
ENSG00000065491	ENSGGOG00000001321
ENSG00000065518	ENSGGOG00000013923
ENSG00000065526	ENSGGOG00000012041
ENSG00000065534	ENSGGOG00000016624
ENSG00000065548	ENSGGOG00000000073
ENSG00000065559	ENSGGOG00000011958
ENSG00000065600	ENSGGOG00000008925
ENSG00000065609	ENSGGOG00000000436
ENSG00000065613	ENSGGOG00000026079
ENSG00000065615	ENSGGOG00000002913
ENSG00000065618	ENSGGOG00000000510
ENSG00000065621	ENSGGOG00000000637
ENSG00000065665	ENSGGOG00000008875
ENSG00000065675	ENSGGOG00000013552
ENSG00000065717	ENSGGOG00000014765
ENSG00000065802	ENSGGOG00000012588
ENSG00000065809	ENSGGOG00000027481
ENSG00000065833	ENSGGOG00000023450
ENSG00000065883	ENSGGOG00000007884
ENSG00000065911	ENSGGOG00000036645
ENSG00000065923	ENSGGOG00000008818
ENSG00000065970	ENSGGOG00000022463
ENSG00000065978	ENSGGOG00000023581
ENSG00000065989	ENSGGOG00000026422
ENSG00000066027	ENSGGOG00000014986
ENSG00000066032	ENSGGOG00000010490
ENSG00000066044	ENSGGOG00000006100
ENSG00000066056	ENSGGOG00000008745
ENSG00000066084	ENSGGOG00000004319
ENSG00000066117	ENSGGOG00000013355
ENSG00000066135	ENSGGOG00000009042
ENSG00000066136	ENSGGOG00000007360
ENSG00000066185	ENSGGOG00000004654
ENSG00000066230	ENSGGOG00000013801
ENSG00000066248	ENSGGOG00000007831
ENSG00000066279	ENSGGOG00000025635
ENSG00000066294	ENSGGOG00000042834
ENSG00000066322	ENSGGOG00000010431
ENSG00000066336	ENSGGOG00000006485
ENSG00000066379	ENSGGOG00000026358
ENSG00000066382	ENSGGOG00000010368
ENSG00000066405	ENSGGOG00000013633
ENSG00000066422	ENSGGOG00000011023
ENSG00000066427	ENSGGOG00000014166
ENSG00000066455	ENSGGOG00000001673
ENSG00000066468	ENSGGOG00000008336
ENSG00000066557	ENSGGOG00000000470
ENSG00000066583	ENSGGOG00000012773
ENSG00000066629	ENSGGOG00000012958
ENSG00000066651	ENSGGOG00000017016
ENSG00000066654	ENSGGOG00000005231
ENSG00000066735	ENSGGOG00000015026
ENSG00000066739	ENSGGOG00000013475
ENSG00000066777	ENSGGOG00000022243
ENSG00000066827	ENSGGOG00000007362
ENSG00000066855	ENSGGOG00000007473
ENSG00000066923	ENSGGOG00000016923
ENSG00000066926	ENSGGOG00000005554
ENSG00000066933	ENSGGOG00000014766
ENSG00000067057	ENSGGOG00000043017
ENSG00000067064	ENSGGOG00000000934
ENSG00000067066	ENSGGOG00000006712
ENSG00000067082	ENSGGOG00000002055
ENSG00000067113	ENSGGOG00000001872
ENSG00000067141	ENSGGOG00000008812
ENSG00000067167	ENSGGOG00000002769
ENSG00000067177	ENSGGOG00000006781
ENSG00000067182	ENSGGOG00000011904
ENSG00000067191	ENSGGOG00000042501
ENSG00000067208	ENSGGOG00000024347
ENSG00000067221	ENSGGOG00000014814
ENSG00000067225	ENSGGOG00000005062
ENSG00000067248	ENSGGOG00000001862
ENSG00000067334	ENSGGOG00000000575
ENSG00000067365	ENSGGOG00000012477
ENSG00000067369	ENSGGOG00000002588
ENSG00000067445	ENSGGOG00000002043
ENSG00000067533	ENSGGOG00000016603
ENSG00000067596	ENSGGOG00000000143
ENSG00000067606	ENSGGOG00000013021
ENSG00000067704	ENSGGOG00000007340
ENSG00000067715	ENSGGOG00000024224
ENSG00000067798	ENSGGOG00000006574
ENSG00000067829	ENSGGOG00000023796
ENSG00000067836	ENSGGOG00000016247
ENSG00000067840	ENSGGOG00000007937
ENSG00000067842	ENSGGOG00000007217
ENSG00000067900	ENSGGOG00000009574
ENSG00000067955	ENSGGOG00000043175
ENSG00000067992	ENSGGOG00000006157
ENSG00000068001	ENSGGOG00000007096
ENSG00000068024	ENSGGOG00000014323
ENSG00000068028	ENSGGOG00000007106
ENSG00000068078	ENSGGOG00000015081
ENSG00000068079	ENSGGOG00000008874
ENSG00000068097	ENSGGOG00000016649
ENSG00000068120	ENSGGOG00000010858
ENSG00000068137	ENSGGOG00000013802
ENSG00000068305	ENSGGOG00000013064
ENSG00000068308	ENSGGOG00000040938
ENSG00000068323	ENSGGOG00000014023
ENSG00000068354	ENSGGOG00000039233
ENSG00000068366	ENSGGOG00000008614
ENSG00000068383	ENSGGOG00000034868
ENSG00000068394	ENSGGOG00000013685
ENSG00000068400	ENSGGOG00000023074
ENSG00000068438	ENSGGOG00000028552
ENSG00000068489	ENSGGOG00000001978
ENSG00000068615	ENSGGOG00000039874
ENSG00000068650	ENSGGOG00000014012
ENSG00000068654	ENSGGOG00000001788
ENSG00000068697	ENSGGOG00000027710
ENSG00000068724	ENSGGOG00000009310
ENSG00000068745	ENSGGOG00000016731
ENSG00000068784	ENSGGOG00000005910
ENSG00000068796	ENSGGOG00000004774
ENSG00000068831	ENSGGOG00000012695
ENSG00000068878	ENSGGOG00000005258
ENSG00000068885	ENSGGOG00000039200
ENSG00000068903	ENSGGOG00000002487
ENSG00000068912	ENSGGOG00000000544
ENSG00000068971	ENSGGOG00000000359
ENSG00000068976	ENSGGOG00000012733
ENSG00000068985	ENSGGOG00000007917
ENSG00000069011	ENSGGOG00000004846
ENSG00000069018	ENSGGOG00000015741
ENSG00000069020	ENSGGOG00000004284
ENSG00000069122	ENSGGOG00000008246
ENSG00000069188	ENSGGOG00000011094
ENSG00000069206	ENSGGOG00000001012
ENSG00000069248	ENSGGOG00000000930
ENSG00000069275	ENSGGOG00000039124
ENSG00000069329	ENSGGOG00000008789
ENSG00000069345	ENSGGOG00000005200
ENSG00000069399	ENSGGOG00000012567
ENSG00000069424	ENSGGOG00000000707
ENSG00000069431	ENSGGOG00000023368
ENSG00000069482	ENSGGOG00000000252
ENSG00000069493	ENSGGOG00000013106
ENSG00000069509	ENSGGOG00000023311
ENSG00000069535	ENSGGOG00000000204
ENSG00000069667	ENSGGOG00000000541
ENSG00000069696	ENSGGOG00000023542
ENSG00000069702	ENSGGOG00000000922
ENSG00000069764	ENSGGOG00000023570
ENSG00000069812	ENSGGOG00000001846
ENSG00000069869	ENSGGOG00000015628
ENSG00000069943	ENSGGOG00000009248
ENSG00000069956	ENSGGOG00000004003
ENSG00000069966	ENSGGOG00000001028
ENSG00000069974	ENSGGOG00000014519
ENSG00000069998	ENSGGOG00000012285
ENSG00000070010	ENSGGOG00000004104
ENSG00000070018	ENSGGOG00000002087
ENSG00000070019	ENSGGOG00000010656
ENSG00000070031	ENSGGOG00000015101
ENSG00000070047	ENSGGOG00000008330
ENSG00000070061	ENSGGOG00000004204
ENSG00000070081	ENSGGOG00000005914
ENSG00000070087	ENSGGOG00000007109
ENSG00000070159	ENSGGOG00000024081
ENSG00000070182	ENSGGOG00000009384
ENSG00000070190	ENSGGOG00000001130
ENSG00000070193	ENSGGOG00000004647
ENSG00000070214	ENSGGOG00000001776
ENSG00000070269	ENSGGOG00000015629
ENSG00000070366	ENSGGOG00000017156
ENSG00000070367	ENSGGOG00000023022
ENSG00000070371	ENSGGOG00000006207
ENSG00000070388	ENSGGOG00000015903
ENSG00000070404	ENSGGOG00000015917
ENSG00000070413	ENSGGOG00000028492
ENSG00000070423	ENSGGOG00000015912
ENSG00000070444	ENSGGOG00000002455
ENSG00000070476	ENSGGOG00000009938
ENSG00000070495	ENSGGOG00000014361
ENSG00000070501	ENSGGOG00000009239
ENSG00000070526	ENSGGOG00000000010
ENSG00000070540	ENSGGOG00000001306
ENSG00000070601	ENSGGOG00000006929
ENSG00000070610	ENSGGOG00000007356
ENSG00000070614	ENSGGOG00000013713
ENSG00000070669	ENSGGOG00000005662
ENSG00000070718	ENSGGOG00000002072
ENSG00000070729	ENSGGOG00000017130
ENSG00000070731	ENSGGOG00000012241
ENSG00000070748	ENSGGOG00000015179
ENSG00000070756	ENSGGOG00000006785
ENSG00000070759	ENSGGOG00000003296
ENSG00000070761	ENSGGOG00000005488
ENSG00000070770	ENSGGOG00000022064
ENSG00000070778	ENSGGOG00000039672
ENSG00000070785	ENSGGOG00000000267
ENSG00000070808	ENSGGOG00000000108
ENSG00000070814	ENSGGOG00000011690
ENSG00000070831	ENSGGOG00000043752
ENSG00000070882	ENSGGOG00000010510
ENSG00000070886	ENSGGOG00000010020
ENSG00000070915	ENSGGOG00000010099
ENSG00000070950	ENSGGOG00000008391
ENSG00000070961	ENSGGOG00000014187
ENSG00000070985	ENSGGOG00000007588
ENSG00000071051	ENSGGOG00000014764
ENSG00000071054	ENSGGOG00000010831
ENSG00000071073	ENSGGOG00000006681
ENSG00000071127	ENSGGOG00000015364
ENSG00000071189	ENSGGOG00000010291
ENSG00000071203	ENSGGOG00000004899
ENSG00000071205	ENSGGOG00000014936
ENSG00000071242	ENSGGOG00000004934
ENSG00000071243	ENSGGOG00000004349
ENSG00000071246	ENSGGOG00000017033
ENSG00000071282	ENSGGOG00000013915
ENSG00000071462	ENSGGOG00000001453
ENSG00000071537	ENSGGOG00000012102
ENSG00000071539	ENSGGOG00000011642
ENSG00000071553	ENSGGOG00000013466
ENSG00000071564	ENSGGOG00000003667
ENSG00000071575	ENSGGOG00000036149
ENSG00000071626	ENSGGOG00000002814
ENSG00000071655	ENSGGOG00000012396
ENSG00000071677	ENSGGOG00000015080
ENSG00000071794	ENSGGOG00000001261
ENSG00000071859	ENSGGOG00000013484
ENSG00000071889	ENSGGOG00000005270
ENSG00000071894	ENSGGOG00000016185
ENSG00000071909	ENSGGOG00000007143
ENSG00000071967	ENSGGOG00000000705
ENSG00000071991	ENSGGOG00000024756
ENSG00000071994	ENSGGOG00000028229
ENSG00000072041	ENSGGOG00000010440
ENSG00000072042	ENSGGOG00000005624
ENSG00000072062	ENSGGOG00000013294
ENSG00000072071	ENSGGOG00000015214
ENSG00000072080	ENSGGOG00000006676
ENSG00000072110	ENSGGOG00000016541
ENSG00000072121	ENSGGOG00000015342
ENSG00000072133	ENSGGOG00000016474
ENSG00000072134	ENSGGOG00000016972
ENSG00000072135	ENSGGOG00000016535
ENSG00000072163	ENSGGOG00000004750
ENSG00000072182	ENSGGOG00000002730
ENSG00000072195	ENSGGOG00000044111
ENSG00000072201	ENSGGOG00000010056
ENSG00000072210	ENSGGOG00000007664
ENSG00000072274	ENSGGOG00000007229
ENSG00000072310	ENSGGOG00000002713
ENSG00000072315	ENSGGOG00000015892
ENSG00000072364	ENSGGOG00000011786
ENSG00000072401	ENSGGOG00000004811
ENSG00000072415	ENSGGOG00000011451
ENSG00000072422	ENSGGOG00000040527
ENSG00000072501	ENSGGOG00000004321
ENSG00000072518	ENSGGOG00000017093
ENSG00000072571	ENSGGOG00000009942
ENSG00000072609	ENSGGOG00000015792
ENSG00000072682	ENSGGOG00000006366
ENSG00000072736	ENSGGOG00000010145
ENSG00000072756	ENSGGOG00000015286
ENSG00000072778	ENSGGOG00000006756
ENSG00000072786	ENSGGOG00000012427
ENSG00000072803	ENSGGOG00000007880
ENSG00000072818	ENSGGOG00000001685
ENSG00000072832	ENSGGOG00000013731
ENSG00000072840	ENSGGOG00000013719
ENSG00000072849	ENSGGOG00000010624
ENSG00000072858	ENSGGOG00000016392
ENSG00000072864	ENSGGOG00000014301
ENSG00000072952	ENSGGOG00000007864
ENSG00000072954	ENSGGOG00000008175
ENSG00000072958	ENSGGOG00000004343
ENSG00000073008	ENSGGOG00000010705
ENSG00000073050	ENSGGOG00000002526
ENSG00000073060	ENSGGOG00000006510
ENSG00000073067	ENSGGOG00000012679
ENSG00000073111	ENSGGOG00000014866
ENSG00000073146	ENSGGOG00000010110
ENSG00000073150	ENSGGOG00000014386
ENSG00000073169	ENSGGOG00000014406
ENSG00000073282	ENSGGOG00000005113
ENSG00000073331	ENSGGOG00000006662
ENSG00000073350	ENSGGOG00000009428
ENSG00000073417	ENSGGOG00000014523
ENSG00000073464	ENSGGOG00000010955
ENSG00000073536	ENSGGOG00000000368
ENSG00000073584	ENSGGOG00000011803
ENSG00000073598	ENSGGOG00000000367
ENSG00000073605	ENSGGOG00000008287
ENSG00000073614	ENSGGOG00000004563
ENSG00000073670	ENSGGOG00000003536
ENSG00000073711	ENSGGOG00000000558
ENSG00000073712	ENSGGOG00000013875
ENSG00000073734	ENSGGOG00000003287
ENSG00000073737	ENSGGOG00000013559
ENSG00000073754	ENSGGOG00000008730
ENSG00000073756	ENSGGOG00000027916
ENSG00000073792	ENSGGOG00000015035
ENSG00000073803	ENSGGOG00000012960
ENSG00000073849	ENSGGOG00000006615
ENSG00000073861	ENSGGOG00000002208
ENSG00000073910	ENSGGOG00000007253
ENSG00000073921	ENSGGOG00000009116
ENSG00000073969	ENSGGOG00000040255
ENSG00000074047	ENSGGOG00000009653
ENSG00000074071	ENSGGOG00000006234
ENSG00000074181	ENSGGOG00000002258
ENSG00000074201	ENSGGOG00000003091
ENSG00000074211	ENSGGOG00000003495
ENSG00000074219	ENSGGOG00000016367
ENSG00000074266	ENSGGOG00000007517
ENSG00000074276	ENSGGOG00000016038
ENSG00000074317	ENSGGOG00000015845
ENSG00000074319	ENSGGOG00000010359
ENSG00000074356	ENSGGOG00000007496
ENSG00000074370	ENSGGOG00000002006
ENSG00000074410	ENSGGOG00000002094
ENSG00000074416	ENSGGOG00000000179
ENSG00000074527	ENSGGOG00000013684
ENSG00000074582	ENSGGOG00000001899
ENSG00000074590	ENSGGOG00000010793
ENSG00000074603	ENSGGOG00000012470
ENSG00000074621	ENSGGOG00000016389
ENSG00000074657	ENSGGOG00000026498
ENSG00000074660	ENSGGOG00000005507
ENSG00000074695	ENSGGOG00000006753
ENSG00000074696	ENSGGOG00000022837
ENSG00000074706	ENSGGOG00000015698
ENSG00000074755	ENSGGOG00000002015
ENSG00000074771	ENSGGOG00000015724
ENSG00000074800	ENSGGOG00000010357
ENSG00000074803	ENSGGOG00000000757
ENSG00000074855	ENSGGOG00000022333
ENSG00000074935	ENSGGOG00000004898
ENSG00000074964	ENSGGOG00000002194
ENSG00000074966	ENSGGOG00000009011
ENSG00000075035	ENSGGOG00000010116
ENSG00000075043	ENSGGOG00000008388
ENSG00000075073	ENSGGOG00000015935
ENSG00000075089	ENSGGOG00000000854
ENSG00000075131	ENSGGOG00000000061
ENSG00000075142	ENSGGOG00000000796
ENSG00000075151	ENSGGOG00000005832
ENSG00000075188	ENSGGOG00000004148
ENSG00000075213	ENSGGOG00000015085
ENSG00000075218	ENSGGOG00000000202
ENSG00000075223	ENSGGOG00000016324
ENSG00000075234	ENSGGOG00000001090
ENSG00000075239	ENSGGOG00000012640
ENSG00000075240	ENSGGOG00000001765
ENSG00000075275	ENSGGOG00000000205
ENSG00000075290	ENSGGOG00000014634
ENSG00000075292	ENSGGOG00000012511
ENSG00000075303	ENSGGOG00000004674
ENSG00000075336	ENSGGOG00000015941
ENSG00000075340	ENSGGOG00000005184
ENSG00000075388	ENSGGOG00000010088
ENSG00000075391	ENSGGOG00000001070
ENSG00000075399	ENSGGOG00000010945
ENSG00000075407	ENSGGOG00000006145
ENSG00000075413	ENSGGOG00000007387
ENSG00000075415	ENSGGOG00000015886
ENSG00000075420	ENSGGOG00000002990
ENSG00000075426	ENSGGOG00000009435
ENSG00000075429	ENSGGOG00000000009
ENSG00000075461	ENSGGOG00000038447
ENSG00000075539	ENSGGOG00000007654
ENSG00000075568	ENSGGOG00000001521
ENSG00000075618	ENSGGOG00000025593
ENSG00000075624	ENSGGOG00000001133
ENSG00000075643	ENSGGOG00000009642
ENSG00000075651	ENSGGOG00000007868
ENSG00000075673	ENSGGOG00000001316
ENSG00000075702	ENSGGOG00000001147
ENSG00000075711	ENSGGOG00000001688
ENSG00000075785	ENSGGOG00000005557
ENSG00000075790	ENSGGOG00000016205
ENSG00000075826	ENSGGOG00000014643
ENSG00000075856	ENSGGOG00000011562
ENSG00000075884	ENSGGOG00000034982
ENSG00000075886	ENSGGOG00000013274
ENSG00000075891	ENSGGOG00000014908
ENSG00000075914	ENSGGOG00000013497
ENSG00000075945	ENSGGOG00000025510
ENSG00000075975	ENSGGOG00000000429
ENSG00000076003	ENSGGOG00000010911
ENSG00000076043	ENSGGOG00000023267
ENSG00000076053	ENSGGOG00000023594
ENSG00000076108	ENSGGOG00000011580
ENSG00000076201	ENSGGOG00000003089
ENSG00000076242	ENSGGOG00000016342
ENSG00000076248	ENSGGOG00000022413
ENSG00000076258	ENSGGOG00000012578
ENSG00000076321	ENSGGOG00000024508
ENSG00000076344	ENSGGOG00000009731
ENSG00000076351	ENSGGOG00000011119
ENSG00000076356	ENSGGOG00000004420
ENSG00000076382	ENSGGOG00000009711
ENSG00000076513	ENSGGOG00000009482
ENSG00000076554	ENSGGOG00000036769
